COGNOME;COMUNE;descrizione_carica
BIASIO;BRUNO;Assessore
CELA;BRUNO;Assessore
REGGIO;BUBBIO;Sindaco
BOTTERO;BUBBIO;Assessore
CIRIO;BUBBIO;Assessore
FAUSONE;BUTTIGLIERA D'ASTI;Sindaco
GRAMAGLIA;BUTTIGLIERA D'ASTI;Assessore
QUARANTA;BUTTIGLIERA D'ASTI;Assessore
ISNARDI;CALAMANDRANA;Sindaco
CAVALLO;CALAMANDRANA;Assessore
MORANDO;CALAMANDRANA;Assessore
BELLUARDO;CALLIANO MONFERRATO;Sindaco
BERUTTI;CALLIANO MONFERRATO;Vicesindaco
CALDERA;CALLIANO MONFERRATO;Assessore
MIGLIARDI;CALOSSO;Sindaco
GRASSO;CALOSSO;Vicesindaco
CONESE;CALOSSO;Assessore
PENNA;CAMERANO CASASCO;Sindaco
PONZIO;CAMERANO CASASCO;Vicesindaco
ZANCHETTA;CAMERANO CASASCO;Assessore
LANZAVECCHIA;CANELLI;Sindaco
GANDOLFO;CANELLI;Vicesindaco
BASSO;CANELLI;Assessore
BOCCHINO;CANELLI;Assessore
CECCONATO;CANELLI;Assessore
GIBELLI;CANELLI;Assessore
FRANCO;CANTARANA;Sindaco
DE;CANTARANA;Assessore
GERBI;CANTARANA;Assessore
GAETA;CAPRIGLIO;Sindaco
NOVARA;CAPRIGLIO;Assessore
PERAZZI;CAPRIGLIO;Assessore
MUSSA;CASORZO MONFERRATO;Sindaco
DEAMBROSIS;CASORZO MONFERRATO;Assessore
FASSONE;CASORZO MONFERRATO;Assessore
PRIMOSIG;CASSINASCO;Sindaco
SANTI;CASSINASCO;Vicesindaco
CAPELLO;CASSINASCO;Assessore
MANCUSO;CASTAGNOLE DELLE LANZE;Sindaco
CAMPO;CASTAGNOLE DELLE LANZE;Assessore
COPPA;CASTAGNOLE DELLE LANZE;Assessore
GUERRA;CASTAGNOLE DELLE LANZE;Assessore
ROSSO;CASTAGNOLE DELLE LANZE;Assessore
MARENGO;CASTAGNOLE MONFERRATO;Sindaco
BOSSI;CASTEL BOGLIONE;Sindaco
ELISIO;CASTEL BOGLIONE;Assessore
ZANCHETTA;CASTEL BOGLIONE;Assessore
AMERIO;CASTELL'ALFERO;Sindaco
CAMPIA;CASTELLERO;Sindaco
RICCHETTA;CASTELLERO;Assessore
TROMBETTA;CASTELLERO;Assessore
FERRARIS;CASTELLO DI ANNONE;Sindaco
RIGOGLIOSI;CASTELLO DI ANNONE;Assessore
VALFRE';CASTELLO DI ANNONE;Assessore
ALLINERI;CASTELNUOVO BELBO;Sindaco
BEVILACQUA;CASTELNUOVO BELBO;Assessore
TERZANO;CASTELNUOVO BELBO;Assessore
GUASTELLO;CASTELNUOVO CALCEA;Sindaco
PICCATTO;CASTELNUOVO CALCEA;Vicesindaco
TRIBERTI;CASTELNUOVO CALCEA;Assessore
RAGO;CASTELNUOVO DON BOSCO;Sindaco
MUSSO;CASTELNUOVO DON BOSCO;Assessore
PEZZUTTI;CASTELNUOVO DON BOSCO;Assessore
PUKLY;CASTELNUOVO DON BOSCO;Assessore
SAVIO;CASTELNUOVO DON BOSCO;Assessore
IUPPA;CASTEL ROCCHERO;Sindaco
MENOTTI;CASTEL ROCCHERO;Assessore
ORSI;CASTEL ROCCHERO;Assessore
BUCCO;CELLARENGO;Sindaco
GHIGNONE;CELLARENGO;Assessore
RADICCHIO;CELLARENGO;Assessore
BOVERO;CELLE ENOMONDO;Sindaco
GUASCO;CELLE ENOMONDO;Vicesindaco
BUGNANO;CELLE ENOMONDO;Assessore
FUSELLO;CERRETO D'ASTI;Sindaco
FERRERO;CERRETO D'ASTI;Assessore
MOSSO;CERRETO D'ASTI;Assessore
CORSI;CERRO TANARO;Sindaco
ANSALDI;CERRO TANARO;Assessore
MALAGA;CERRO TANARO;Assessore
CERETTI;CESSOLE;Sindaco
DEGEMI;CESSOLE;Assessore
GUARINA;CESSOLE;Assessore
BOSCO;CHIUSANO D'ASTI;Sindaco
RASERO;CHIUSANO D'ASTI;Assessore
VARVELLO;CHIUSANO D'ASTI;Assessore
MINISCALCO;CINAGLIO;Sindaco
MOLINO;CINAGLIO;Vicesindaco
CORREA;CINAGLIO;Assessore
PELETTO;CISTERNA D'ASTI;Sindaco
BODDA;CISTERNA D'ASTI;Assessore
MO;CISTERNA D'ASTI;Assessore
BIANCOTTO;COAZZOLO;Sindaco
STELLA;COAZZOLO;Assessore
FASOGLIO;COCCONATO;Sindaco
VILLA;COCCONATO;Vicesindaco
NICOLA;COCCONATO;Assessore
BARRERA;CORSIONE;Sindaco
GAMBA;CORSIONE;Vicesindaco
BARBASIO;CORSIONE;Assessore
STROPPIANA;CORTANDONE;Sindaco
PELISSETTI;CORTANDONE;Vicesindaco
LA;CORTANDONE;Assessore
GATTIGLIA;CORTANZE;Sindaco
PERISSINOTTO;CORTANZE;Assessore
CHIARA;CORTAZZONE;Sindaco
REMONDINO;CORTAZZONE;Assessore
BRONDOLO;CORTIGLIONE;Sindaco
GREA;CORTIGLIONE;Assessore
PASTORINO;CORTIGLIONE;Assessore
ORMEA;COSSOMBRATO;Sindaco
GARBERO;COSSOMBRATO;Assessore
GRABBI;COSSOMBRATO;Assessore
CAVALLERO;COSTIGLIOLE D'ASTI;Sindaco
ARCONI;COSTIGLIOLE D'ASTI;Assessore
AUSTA;COSTIGLIOLE D'ASTI;Assessore
BIANCO;COSTIGLIOLE D'ASTI;Assessore
BORIO;COSTIGLIOLE D'ASTI;Assessore
CERON;CUNICO;Sindaco
BONETTO;CUNICO;Vicesindaco
GIROTTO;CUNICO;Assessore
MALINO;DUSINO SAN MICHELE;Sindaco
MORETTO;DUSINO SAN MICHELE;Vicesindaco
BERTOLOTTO;DUSINO SAN MICHELE;Assessore
TEALDI;FERRERE;Sindaco
PINO;FERRERE;Assessore
VIGLIONE;FERRERE;Assessore
BALBO;FONTANILE;Sindaco
ZENARI;FONTANILE;Vicesindaco
GAVELLI;FONTANILE;Assessore
FERRERO;FRINCO;Sindaco
MANASSERO;FRINCO;Assessore
GAVAZZA;GRANA MONFERRATO;Sindaco
AMEGLIO;GRANA MONFERRATO;Vicesindaco
CASTELLI;GRANA MONFERRATO;Assessore
RODINI;GRAZZANO BADOGLIO;Sindaco
LUNGHI;GRAZZANO BADOGLIO;Vicesindaco
RASTRELLI;GRAZZANO BADOGLIO;Assessore
MASSIMELLI;INCISA SCAPACCINO;Sindaco
DENICOLAI;INCISA SCAPACCINO;Assessore
MONTALDO;INCISA SCAPACCINO;Assessore
VITELLO;ISOLA D'ASTI;Sindaco
CAPRA;ISOLA D'ASTI;Assessore
TELESCA;ISOLA D'ASTI;Assessore
DEMARIA;LOAZZOLO;Sindaco
GREA;LOAZZOLO;Vicesindaco
GHIONE;LOAZZOLO;Assessore
BOCCACCIO;MARANZANA;Assessore
PALMA;MARETTO;Sindaco
CANTAMESSA;MARETTO;Vicesindaco
CAMPIA;MARETTO;Assessore
GHIGNONE;MOASCA;Sindaco
AMERIO;MOASCA;Vicesindaco
BOFFA;MOASCA;Assessore
POGGIO;MOMBALDONE;Sindaco
VISCONTI;MOMBALDONE;Vicesindaco
SIFONE;MOMBALDONE;Assessore
SPANDONARO;MOMBARUZZO;Sindaco
BERTALERO;MOMBARUZZO;Assessore
SCARRONE;MOMBARUZZO;Assessore
FERRERO;MOMBERCELLI;Sindaco
MAGNETTI;MONALE;Sindaco
BINELLO;MONALE;Assessore
GALLO;MONALE;Assessore
GALLARETO;MONASTERO BORMIDA;Sindaco
STANGA;MONASTERO BORMIDA;Assessore
VISCONTI;MONASTERO BORMIDA;Assessore
ORECCHIA;MONCALVO;Sindaco
BIANCO;MONCALVO;Assessore
BONELLO;MONCALVO;Assessore
GIROLDO;MONCALVO;Assessore
MARZANO;MONCALVO;Assessore
BARGETTO;MONCUCCO TORINESE;Sindaco
MOGLIA;MONCUCCO TORINESE;Vicesindaco
CASALEGNO;MONCUCCO TORINESE;Assessore
BAINO;MONGARDINO;Sindaco
GULINO;MONGARDINO;Vicesindaco
ZOPPI;MONGARDINO;Assessore
GALLO;MONTABONE;Sindaco
CAZZOLA;MONTABONE;Assessore
CIOCCA;MONTABONE;Assessore
MARCHESE;MONTAFIA;Sindaco
GABIANO;MONTAFIA;Assessore
GRAZIANO;MONTAFIA;Assessore
MANASSERO;MONTALDO SCARAMPI;Sindaco
GAMBARUTO;MONTALDO SCARAMPI;Assessore
MARCHETTI;MONTALDO SCARAMPI;Assessore
LUZI;MONTECHIARO D'ASTI;Sindaco
MARCANZIN;MONTECHIARO D'ASTI;Assessore
ZANARDO;MONTECHIARO D'ASTI;Assessore
MASINO;MONTEGROSSO D'ASTI;Sindaco
CAVAGNINO;MONTEGROSSO D'ASTI;Vicesindaco
BIANCO;MONTEGROSSO D'ASTI;Assessore
GOTTA;MONTEMAGNO;Sindaco
GAI;MONTEMAGNO;Vicesindaco
RINETTI;MONTEMAGNO;Assessore
TASSO;MONTIGLIO MONFERRATO;Sindaco
OLIVERO;MONTIGLIO MONFERRATO;Assessore
SCALAMBRO;MONTIGLIO MONFERRATO;Assessore
NOSENZO;NIZZA MONFERRATO;Sindaco
VERRI;NIZZA MONFERRATO;Vicesindaco
CRAVERA;NIZZA MONFERRATO;Assessore
PERFUMO;NIZZA MONFERRATO;Assessore
QUAGLIA;NIZZA MONFERRATO;Assessore
VERRI;NIZZA MONFERRATO;Assessore
ARAMINI;OLMO GENTILE;Sindaco
BONOMO;OLMO GENTILE;Vicesindaco
GARRONE;OLMO GENTILE;Assessore
MASSAGLIA;PASSERANO MARMORITO;Sindaco
BERTELLO;PASSERANO MARMORITO;Assessore
PANELLA;PASSERANO MARMORITO;Assessore
PATELLI;PENANGO;Sindaco
FACCARO;PENANGO;Assessore
IMARISIO;PENANGO;Assessore
RABELLINO;PIEA;Sindaco
BORGO;PIEA;Vicesindaco
MARCHISIO;PINO D'ASTI;Sindaco
DELMASTRO;PINO D'ASTI;Vicesindaco
SGUOTTI;PINO D'ASTI;Assessore
MURGIA;PIOVA' MASSAIA;Sindaco
FERRERO;PIOVA' MASSAIA;Assessore
PETRINI;PIOVA' MASSAIA;Assessore
BALLIANO;PORTACOMARO;Sindaco
GOIA;PORTACOMARO;Vicesindaco
PADOVESE;PORTACOMARO;Assessore
PIGELLA;QUARANTI;Sindaco
GUASTI;QUARANTI;Vicesindaco
PERNIGOTTI;QUARANTI;Assessore
VOLPATO;REFRANCORE;Sindaco
MOGLIOTTI;REFRANCORE;Assessore
MORTARA;REFRANCORE;Assessore
CONTORNO;REVIGLIASCO D'ASTI;Sindaco
GERBO;REVIGLIASCO D'ASTI;Assessore
MASSETTI;REVIGLIASCO D'ASTI;Assessore
COLOMBO;ROATTO;Sindaco
BRIGNOLO;ROATTO;Vicesindaco
ANDREONE;ROATTO;Assessore
GAVOSTO;ROBELLA;Sindaco
BERGOGLIO;ROBELLA;Assessore
BONASSO;ROBELLA;Assessore
FONTANA;ROCCA D'ARAZZO;Sindaco
BOSIA;ROCCA D'ARAZZO;Assessore
FASSIO;ROCCA D'ARAZZO;Assessore
VERGELLATO;ROCCAVERANO;Sindaco
ROBBA;ROCCAVERANO;Vicesindaco
BARBERO;ROCCAVERANO;Assessore
RATTAZZO;ROCCHETTA PALAFEA;Sindaco
GANDOLFO;ROCCHETTA PALAFEA;Assessore
PONTI;ROCCHETTA PALAFEA;Assessore
FUNGO;ROCCHETTA TANARO;Sindaco
SOLA;ROCCHETTA TANARO;Vicesindaco
ICARDI;ROCCHETTA TANARO;Assessore
MIGLIASSO;SAN DAMIANO D'ASTI;Sindaco
BOLLE;SAN DAMIANO D'ASTI;Vicesindaco
ARNAUDO;SAN DAMIANO D'ASTI;Assessore
BALSAMO;SAN DAMIANO D'ASTI;Assessore
TORCHIO;SAN DAMIANO D'ASTI;Assessore
LISTELLO;SAN GIORGIO SCARAMPI;Sindaco
BALOCCO;SAN GIORGIO SCARAMPI;Assessore
DUFFEL;SAN GIORGIO SCARAMPI;Assessore
GAMBA;SAN MARTINO ALFIERI;Sindaco
RUELLA;SAN MARTINO ALFIERI;Vicesindaco
MASSANO;SAN MARTINO ALFIERI;Assessore
SCAGLIOLA;SAN MARZANO OLIVETO;Sindaco
TERZANO;SAN MARZANO OLIVETO;Vicesindaco
SPERTINO;SAN MARZANO OLIVETO;Assessore
PANETTA;SAN PAOLO SOLBRITO;Sindaco
DEMARIE;SAN PAOLO SOLBRITO;Vicesindaco
RIZZO;SAN PAOLO SOLBRITO;Assessore
MAIOCCO;SCURZOLENGO;Sindaco
DELCRE';SCURZOLENGO;Assessore
PONCINI;SCURZOLENGO;Assessore
AVRAMO;SEROLE;Sindaco
PICOLLO;SEROLE;Assessore
RAVERA;SEROLE;Assessore
MILANO;SESSAME;Sindaco
UGO;SESSAME;Vicesindaco
MALFATTO;SESSAME;Assessore
MUSSO;SETTIME;Sindaco
BAUDO;SETTIME;Assessore
CALLEGHER;SETTIME;Assessore
CARPIGNANO;SOGLIO;Sindaco
LUSSO;SOGLIO;Assessore
LUSSO;SOGLIO;Assessore
BASSO;TIGLIOLE;Sindaco
GORIA;TIGLIOLE;Vicesindaco
CARANZANO;TIGLIOLE;Assessore
FRATINI;TONCO;Sindaco
MUSSO;TONCO;Vicesindaco
ACCOMAZZO;TONCO;Assessore
VERRI;VAGLIO SERRA;Sindaco
SCAGLIONE;VAGLIO SERRA;Assessore
TOMASI;VAGLIO SERRA;Assessore
ARISIO;VALFENERA;Sindaco
TRINCHERO;VALFENERA;Vicesindaco
ACCOSSATO;VALFENERA;Assessore
GARINO;VESIME;Sindaco
GHIGNONE;VESIME;Vicesindaco
FICANI;VESIME;Assessore
GAVELLO;VIALE;Sindaco
BAROSSO;VIALE;Assessore
SPANDRE;VIALE;Assessore
FERRARIS;VIARIGI;Sindaco
GADO;VIARIGI;Assessore
GIGLIOTTI;VIARIGI;Assessore
PRASSO;VIGLIANO D'ASTI;Sindaco
DI;VIGLIANO D'ASTI;Vicesindaco
COLOMBO;VIGLIANO D'ASTI;Assessore
MACCHIA;VILLAFRANCA D'ASTI;Sindaco
RABINO;VILLAFRANCA D'ASTI;Vicesindaco
ACCASTO;VILLAFRANCA D'ASTI;Assessore
AUBERT;VILLAFRANCA D'ASTI;Assessore
NOTO;VILLAFRANCA D'ASTI;Assessore
PERETTI;VILLANOVA D'ASTI;Sindaco
ARESE;VILLANOVA D'ASTI;Assessore
GIUDICI;VILLANOVA D'ASTI;Assessore
MEINARDI;VILLANOVA D'ASTI;Assessore
SCARAMOZZINO;VILLANOVA D'ASTI;Assessore
BARRERA;VILLA SAN SECONDO;Sindaco
ALESSIO;VILLA SAN SECONDO;Assessore
DEZZANI;VILLA SAN SECONDO;Assessore
ZOGO;VINCHIO;Sindaco
FERRERO;VINCHIO;Assessore
GHIGNONE;VINCHIO;Assessore
CARANZANO;ACCEGLIO;Sindaco
MARCHETTI;ACCEGLIO;Assessore
SIRI;ACCEGLIO;Assessore
TROCELLO;AISONE;Sindaco
DEGIOANNI;AISONE;Vicesindaco
FRANCO;AISONE;Assessore
BO;ALBA;Sindaco
BOFFA;ALBA;Vicesindaco
ABELLONIO;ALBA;Assessore
BARBERO;ALBA;Assessore
BOLLA;ALBA;Assessore
BOSCHIAZZO;ALBA;Assessore
FERRERO;ALBA;Assessore
REGGIO;ALBA;Assessore
BORGNA;ALBARETTO DELLA TORRE;Sindaco
MULATTIERI;ALBARETTO DELLA TORRE;Vicesindaco
BOLLA;ALBARETTO DELLA TORRE;Assessore
SICCA;ALTO;Sindaco
CALLERI;ALTO;Vicesindaco
SICCA;ALTO;Assessore
CIABURRO;ARGENTERA;Sindaco
ARNUZZO;ARGENTERA;Assessore
GIAVELLI;ARGENTERA;Assessore
FENOCCHIO;ARGUELLO;Sindaco
MARENDA;ARGUELLO;Vicesindaco
PIZZO;ARGUELLO;Assessore
CARAZZONE;BAGNASCO;Sindaco
BERTINO;BAGNASCO;Vicesindaco
FERRANDO;BAGNASCO;Assessore
BALDI;BAGNOLO PIEMONTE;Sindaco
MAURINO;BAGNOLO PIEMONTE;Vicesindaco
ALBERTENGO;BAGNOLO PIEMONTE;Assessore
CASTAGNO;BAGNOLO PIEMONTE;Assessore
VOTTERO;BAGNOLO PIEMONTE;Assessore
LUSSO;BALDISSERO D'ALBA;Sindaco
BERBOTTO;BALDISSERO D'ALBA;Vicesindaco
BERBOTTO;BALDISSERO D'ALBA;Assessore
ZOPPI;BARBARESCO;Sindaco
BIANCO;BARBARESCO;Assessore
BECCARIA;BARGE;Sindaco
BELTRAMO;BARGE;Assessore
BRUNO;BARGE;Assessore
COERO;BARGE;Assessore
RASETTO;BARGE;Assessore
BIANCO;BAROLO;Sindaco
SANDRONE;BAROLO;Vicesindaco
SCARZELLO;BAROLO;Assessore
ROCCA;BASTIA MONDOVI';Sindaco
VIVALDA;BASTIA MONDOVI';Vicesindaco
CLERICO;BASTIA MONDOVI';Assessore
ODASSO;BATTIFOLLO;Sindaco
ODASSO;BATTIFOLLO;Vicesindaco
RUFFINO;BATTIFOLLO;Assessore
BUSCIGLIO;BEINETTE;Sindaco
BERTONE;BEINETTE;Vicesindaco
GARELLI;BEINETTE;Assessore
MACAGNO;BEINETTE;Assessore
SERRAO;BEINETTE;Assessore
MUNARI;BELLINO;Sindaco
BORGNA;BELLINO;Vicesindaco
ROUX;BELLINO;Assessore
CARTOSIO;BELVEDERE LANGHE;Sindaco
SCHELLINO;BELVEDERE LANGHE;Vicesindaco
BOVETTI;BELVEDERE LANGHE;Assessore
AMBROGIO;BENE VAGIENNA;Sindaco
DOGLIANI;BENE VAGIENNA;Vicesindaco
CORRADO;BENE VAGIENNA;Assessore
GIACCARDI;BENE VAGIENNA;Assessore
MARENGO;BENE VAGIENNA;Assessore
MORENA;BENEVELLO;Sindaco
GALLESIO;BENEVELLO;Vicesindaco
TRAVERSA;BENEVELLO;Assessore
MARONE;BERGOLO;Sindaco
ROSSI;BERGOLO;Vicesindaco
BONO;BERNEZZO;Sindaco
AUDISIO;BERNEZZO;Vicesindaco
ARMANDO;BERNEZZO;Assessore
MEINERI;BERNEZZO;Assessore
MUSSO;BERNEZZO;Assessore
MONDONE;BONVICINO;Sindaco
MANUELLO;BONVICINO;Vicesindaco
BARBERO;BONVICINO;Assessore
GRASSO;BORGOMALE;Sindaco
COMETA;BORGOMALE;Vicesindaco
CHIARLE;BORGOMALE;Assessore
ROBBIONE;BORGO SAN DALMAZZO;Sindaco
ARMANDO;BORGO SAN DALMAZZO;Assessore
BOAGLIO;BORGO SAN DALMAZZO;Assessore
GALVAGNO;BORGO SAN DALMAZZO;Assessore
IMBERTI;BORGO SAN DALMAZZO;Assessore
ROSATO;BORGO SAN DALMAZZO;Assessore
SECCO;BOSIA;Sindaco
ROLANDO;BOSIA;Vicesindaco
PACE;BOSIA;Assessore
GROSSO;BOSSOLASCO;Sindaco
CLERICO;BOSSOLASCO;Vicesindaco
GALLO;BOSSOLASCO;Assessore
PAOLETTI;BOVES;Sindaco
RAVERA;BOVES;Vicesindaco
CLIMACI;BOVES;Assessore
DI;BOVES;Assessore
TECCO;BOVES;Assessore
FOGLIATO;BRA;Sindaco
BRIZIO;BRA;Assessore
CIRAVEGNA;BRA;Assessore
CONTERNO;BRA;Assessore
DEMARIA;BRA;Assessore
MESSA;BRA;Assessore
FILIPPI;BRIAGLIA;Sindaco
MICELI;BRIAGLIA;Vicesindaco
BORSARELLI;BRIAGLIA;Assessore
LANTERI;BRIGA ALTA;Sindaco
ALBERTI;BRIGA ALTA;Assessore
CAMPERO;BRIGA ALTA;Assessore
PEROTTO;BRONDELLO;Sindaco
GIUSIANO;BRONDELLO;Vicesindaco
MAERO;BRONDELLO;Assessore
AMORISCO;BROSSASCO;Sindaco
BEOLETTO;BROSSASCO;Assessore
RIBODETTI;BROSSASCO;Assessore
GALLO;BUSCA;Sindaco
CISMONDI;BUSCA;Vicesindaco
AIMAR;BUSCA;Assessore
BRESSI;BUSCA;Assessore
DONADIO;BUSCA;Assessore
ROSSO;BUSCA;Assessore
ROMANO;CAMERANA;Sindaco
BOLMIDA;CAMERANA;Vicesindaco
FRESIA;CAMERANA;Assessore
FACCENDA;CANALE;Sindaco
GALLINO;CANALE;Vicesindaco
PENNA;CANALE;Assessore
VALLERO;CANOSIO;Sindaco
LORENZATI;CANOSIO;Vicesindaco
COLOMBERO;CANOSIO;Assessore
RUARO;CAPRAUNA;Sindaco
ROLANDO;CAPRAUNA;Vicesindaco
FALCO;CARAGLIO;Sindaco
SERRA;CARAGLIO;Vicesindaco
ARNAUD;CARAGLIO;Assessore
LERDA;CARAGLIO;Assessore
PAROLA;CARAGLIO;Assessore
EMANUEL;CARAMAGNA PIEMONTE;Sindaco
BONGIOANNI;CARAMAGNA PIEMONTE;Assessore
EMANUEL;CARAMAGNA PIEMONTE;Assessore
PANERO;CARAMAGNA PIEMONTE;Assessore
TESIO;CARAMAGNA PIEMONTE;Assessore
MORENA;CARDE';Sindaco
GRAMAGLIA;CARDE';Vicesindaco
AMBROGIO;CARDE';Assessore
SCHELLINO;CARRU';Sindaco
BRACCO;CARRU';Assessore
CURTI;CARRU';Assessore
SCIOLLA;CARRU';Assessore
CIOFFI;CARTIGNANO;Sindaco
AIMAR;CARTIGNANO;Vicesindaco
OLIVERO;CARTIGNANO;Assessore
DONETTO;CASALGRASSO;Sindaco
BOARINO;CASALGRASSO;Assessore
CHIAVAZZA;CASALGRASSO;Assessore
PORRO;CASTAGNITO;Sindaco
CORTESE;CASTAGNITO;Vicesindaco
RANDAZZO;CASTAGNITO;Assessore
AMORISCO;CASTELDELFINO;Sindaco
DALMAZZO;CASTELDELFINO;Assessore
MARTIN;CASTELDELFINO;Assessore
DACOMO;CASTELLETTO STURA;Sindaco
SAROTTO;CASTELLETTO STURA;Vicesindaco
RINAUDO;CASTELLETTO STURA;Assessore
MOLINARI;CASTELLETTO UZZONE;Sindaco
MOLINARI;CASTELLETTO UZZONE;Vicesindaco
SANTI;CASTELLETTO UZZONE;Assessore
MOLINO;CASTELLINALDO D'ALBA;Sindaco
MARSAGLIA;CASTELLINALDO D'ALBA;Vicesindaco
CRAVANZOLA;CASTELLINALDO D'ALBA;Assessore
CANAVESE;CASTELLINO TANARO;Sindaco
GIULIANO;CASTELLINO TANARO;Vicesindaco
MERIGGIO;CASTELLINO TANARO;Assessore
BIANCO;CASTELMAGNO;Sindaco
RIGNON;CASTELMAGNO;Vicesindaco
DONADIO;CASTELMAGNO;Assessore
REBUFFO;CASTELNUOVO DI CEVA;Sindaco
PESCE;CASTELNUOVO DI CEVA;Vicesindaco
REBUFFO;CASTELNUOVO DI CEVA;Assessore
BORGOGNO;CASTIGLIONE FALLETTO;Sindaco
MOSCONE;CASTIGLIONE FALLETTO;Vicesindaco
VOLPE;CASTIGLIONE FALLETTO;Assessore
PENNA;CASTIGLIONE TINELLA;Sindaco
ARIONE;CASTIGLIONE TINELLA;Assessore
FILIPPA;CASTIGLIONE TINELLA;Assessore
PAROLDO;CASTINO;Sindaco
SALCIO;CASTINO;Vicesindaco
VOLA;CASTINO;Assessore
BONGIOVANNI;CAVALLERLEONE;Sindaco
PERRI;CAVALLERLEONE;Vicesindaco
CARELLA;CAVALLERLEONE;Assessore
GILETTA;CAVALLERLEONE;Assessore
SANNAZZARO;CAVALLERMAGGIORE;Sindaco
MONGE;CAVALLERMAGGIORE;Assessore
PINNA;CAVALLERMAGGIORE;Assessore
GHIO;CELLE DI MACRA;Sindaco
MARTINI;CELLE DI MACRA;Vicesindaco
DUTTO;CELLE DI MACRA;Assessore
CHIAVASSA;CENTALLO;Sindaco
PANERO;CENTALLO;Vicesindaco
BARBERO;CENTALLO;Assessore
MATTALIA;CENTALLO;Assessore
MIGLIORE;CENTALLO;Assessore
OLOCCO;CERESOLE ALBA;Sindaco
SOBRERO;CERRETTO LANGHE;Sindaco
DROCCO;CERRETTO LANGHE;Vicesindaco
CANALE;CERRETTO LANGHE;Assessore
GARNERONE;CERVASCA;Sindaco
PAROLA;CERVASCA;Vicesindaco
BELTRITTI;CERVASCA;Assessore
BENESSIA;CERVASCA;Assessore
MARTINI;CERVASCA;Assessore
MARCHISIO;CERVERE;Sindaco
RINERO;CERVERE;Vicesindaco
ZAVATTERI;CERVERE;Assessore
BEZZONE;CEVA;Sindaco
ALLIANI;CEVA;Vicesindaco
CARENA;CEVA;Assessore
GARELLI;CEVA;Assessore
PICCARDO;CEVA;Assessore
DAVICO;CHERASCO;Sindaco
BOGETTI;CHERASCO;Vicesindaco
BOTTERO;CHERASCO;Assessore
DOGLIANI;CHERASCO;Assessore
FERRONDI;CHERASCO;Assessore
BAUDINO;CHIUSA DI PESIO;Sindaco
FERRERO;CHIUSA DI PESIO;Vicesindaco
GIORDANENGO;CHIUSA DI PESIO;Assessore
GIORGETTI;CHIUSA DI PESIO;Assessore
MACARIO;CHIUSA DI PESIO;Assessore
FERRERO;CIGLIE';Sindaco
BOASSO;CIGLIE';Vicesindaco
BAUDANA;CISSONE;Sindaco
PEISINO;CISSONE;Vicesindaco
DEL;CISSONE;Assessore
GALLO;CLAVESANA;Sindaco
BONINO;CLAVESANA;Vicesindaco
CICCONE;CLAVESANA;Assessore
BALBO;CORNELIANO D'ALBA;Sindaco
LURGO;CORNELIANO D'ALBA;Vicesindaco
PARUSSO;CORNELIANO D'ALBA;Assessore
BODRITO;CORTEMILIA;Sindaco
CREMA;CORTEMILIA;Assessore
DESSINO;CORTEMILIA;Assessore
NOE';COSSANO BELBO;Sindaco
TOSA;COSSANO BELBO;Vicesindaco
RAVOTTI;COSSANO BELBO;Assessore
NASI;COSTIGLIOLE SALUZZO;Sindaco
ANGHILANTE;COSTIGLIOLE SALUZZO;Assessore
CARRINO;COSTIGLIOLE SALUZZO;Assessore
COLOMBERO;COSTIGLIOLE SALUZZO;Assessore
SOLA;COSTIGLIOLE SALUZZO;Assessore
IOVIENO;CRAVANZANA;Sindaco
RE;CRISSOLO;Sindaco
OMBRELLO;CRISSOLO;Assessore
PEROTTI;CRISSOLO;Assessore
MANASSERO;CUNEO;Sindaco
SERALE;CUNEO;Vicesindaco
CLERICO;CUNEO;Assessore
DEMICHELIS;CUNEO;Assessore
FANTINO;CUNEO;Assessore
GIRARD;CUNEO;Assessore
OLIVERO;CUNEO;Assessore
PELLEGRINO;CUNEO;Assessore
SPEDALE;CUNEO;Assessore
TOMATIS;CUNEO;Assessore
BERNARDI;DEMONTE;Sindaco
PORRACCHIA;DEMONTE;Vicesindaco
GIRAUDO;DEMONTE;Assessore
CARDINALE;DIANO D'ALBA;Sindaco
BOLLA;DIANO D'ALBA;Vicesindaco
RINALDI;DIANO D'ALBA;Assessore
TARICCO;DIANO D'ALBA;Assessore
ARNULFO;DOGLIANI;Sindaco
DEMARIA;DOGLIANI;Vicesindaco
ABBONA;DOGLIANI;Assessore
ALBARELLO;DOGLIANI;Assessore
OCCELLI;DOGLIANI;Assessore
ASTESANO;DRONERO;Sindaco
ARNAUDO;DRONERO;Assessore
BIMA;DRONERO;Assessore
GERBAUDO;DRONERO;Assessore
GIORDANO;DRONERO;Assessore
RINAUDO;ELVA;Sindaco
FALCONE;ELVA;Assessore
PEPINO;ENTRACQUE;Sindaco
BONELLI;ENTRACQUE;Assessore
FANTINO;ENTRACQUE;Assessore
MELLANO;ENVIE;Sindaco
AIMAR;ENVIE;Vicesindaco
BAROVERO;ENVIE;Assessore
AIRALDI;FARIGLIANO;Sindaco
GIACHELLO;FARIGLIANO;Vicesindaco
BERTONE;FARIGLIANO;Assessore
SCARAFIA;FAULE;Sindaco
BIGLIA;FAULE;Vicesindaco
OSELLA;FAULE;Assessore
GALLO;FEISOGLIO;Sindaco
GIORDANO;FEISOGLIO;Vicesindaco
